constellation,ra1,dec1,ra2,dec2
Perseus,47.04221999999999,40.955648,46.294050000000006,38.840274
Perseus,46.294050000000006,38.840274,42.645945,38.318644
Sagittarius,275.24850000000004,-29.828103,276.992685,-25.4217
Sagittarius,274.406895,-36.761686,276.04302,-34.384615999999994
Sagittarius,276.04302,-34.384615999999994,271.45204500000006,-30.424091
Sagittarius,271.45204500000006,-30.424091,266.89010999999994,-27.830788
Sagittarius,271.45204500000006,-30.424091,275.24850000000004,-29.828103
Sagittarius,275.24850000000004,-29.828103,276.04302,-34.384615999999994
Sagittarius,276.04302,-34.384615999999994,285.65298,-29.880105
Sagittarius,285.65298,-29.880105,281.4141,-26.990778
Sagittarius,281.4141,-26.990778,275.24850000000004,-29.828103
Sagittarius,281.4141,-26.990778,276.992685,-25.4217
Sagittarius,276.992685,-25.4217,273.44088,-21.058834
Sagittarius,285.65298,-29.880105,286.73505000000006,-27.670423
Sagittarius,286.73505000000006,-27.670423,283.81635,-26.296721999999995
Sagittarius,283.81635,-26.296721999999995,281.4141,-26.990778
Sagittarius,283.81635,-26.296721999999995,284.43250500000005,-21.106654
Sagittarius,284.43250500000005,-21.106654,286.17075,-21.741496
Sagittarius,286.17075,-21.741496,289.408665,-18.952908
Sagittarius,289.408665,-18.952908,290.418165,-17.847197
Sagittarius,286.73505000000006,-27.670423,294.006885,-24.719081
Sagittarius,294.006885,-24.719081,300.66448499999996,-27.709845
Sagittarius,300.66448499999996,-27.709845,299.934075,-35.276305
Sagittarius,299.934075,-35.276305,298.81539000000004,-41.868288
Sagittarius,298.81539000000004,-41.868288,290.971545,-40.61594
Sagittarius,298.81539000000004,-41.868288,290.80464,-44.799778
Virgo,176.46483,6.529376,184.66798500000002,-0.787184
Virgo,184.66798500000002,-0.787184,190.415175,-1.449375
Virgo,190.415175,-1.449375,201.29824499999998,-11.161322
Virgo,201.29824499999998,-11.161322,213.22393499999998,-10.273702
Virgo,213.22393499999998,-10.273702,214.00362000000004,-6.000547
Virgo,214.00362000000004,-6.000547,220.765095,-5.658207
Virgo,201.29824499999998,-11.161322,203.67330000000004,-0.59582
Virgo,203.67330000000004,-0.59582,210.411645,1.544532
Virgo,210.411645,1.544532,221.56217999999998,1.892885
Virgo,203.67330000000004,-0.59582,193.900875,3.39747
Virgo,193.900875,3.39747,195.54417,10.95915
Virgo,193.900875,3.39747,190.415175,-1.449375
Ara,271.6578,-50.09147700000001,262.96042500000004,-49.876145
Ara,262.96042500000004,-49.876145,254.65508999999997,-55.990141
Ara,254.65508999999997,-55.990141,252.4464,-59.041378
Ara,252.4464,-59.041378,262.77477000000005,-60.683848
Ara,262.77477000000005,-60.683848,261.348585,-56.377727
Ara,261.348585,-56.377727,261.324975,-55.529884
Ara,261.324975,-55.529884,271.6578,-50.09147700000001
Caelum,67.70873999999999,-44.953749,70.140585,-41.86375200000001
Caelum,70.140585,-41.86375200000001,70.514475,-37.144297
Carina,138.300615,-69.717208,153.434415,-70.037903
Carina,153.434415,-70.037903,160.739235,-64.39445
Carina,160.739235,-64.39445,160.884585,-60.566619
Carina,160.884585,-60.566619,167.14747500000001,-58.975037
Carina,167.14747500000001,-58.975037,163.373385,-58.853171
Carina,163.373385,-58.853171,156.969735,-58.739403
Carina,156.969735,-58.739403,154.2708,-61.332304
Carina,154.2708,-61.332304,139.27257,-59.275229
Carina,130.154295,-59.761003,125.62853999999999,-59.509483
Carina,125.62853999999999,-59.509483,95.987925,-52.69566
Carina,137.74206,-58.966896,139.27257,-59.275229
Carina,137.74206,-58.966896,130.154295,-59.761003
Carina,95.987925,-52.69566,99.44029499999999,-43.195934
Carina,125.62853999999999,-59.509483,120.896055,-40.003148
Circinus,220.62738,-64.975138,230.844375,-59.320787
Circinus,220.62738,-64.975138,229.37875500000004,-58.801208
Corona Australis,280.94559,-38.323441,284.16873000000004,-37.343241
Corona Australis,284.16873000000004,-37.343241,284.680815,-37.107357
Corona Australis,284.680815,-37.107357,286.60456500000004,-37.063437
Corona Australis,286.60456500000004,-37.063437,287.368035,-37.904474
Corona Australis,287.368035,-37.904474,287.50731,-39.34079600000001
Corona Australis,287.50731,-39.34079600000001,287.08734,-40.496703
Corona Australis,287.08734,-40.496703,285.778605,-42.095105
Corona Australis,285.778605,-42.095105,284.07066000000003,-42.710676
Corona Australis,280.94559,-38.323441,278.088855,-39.704001
Corona Borealis,233.232435,31.359133,231.95727,29.105703
Corona Borealis,231.95727,29.105703,233.67192,26.714693
Corona Borealis,233.67192,26.714693,235.685715,26.295637
Corona Borealis,235.685715,26.295637,237.39855000000003,26.068394
Corona Borealis,237.39855000000003,26.068394,239.39691000000002,26.87788
Corona Borealis,239.39691000000002,26.87788,240.36070499999997,29.851061
Crater,164.94366,-18.298783,167.91453,-22.825847
Crater,167.91453,-22.825847,171.22053000000002,-17.68401
Crater,171.22053000000002,-17.68401,169.835205,-14.778541
Crater,169.835205,-14.778541,164.94366,-18.298783
Crater,169.835205,-14.778541,171.15246,-10.859323
Crater,171.15246,-10.859323,174.17047499999998,-9.802247
Crater,174.17047499999998,-9.802247,179.00398499999997,-17.150829
Crater,179.00398499999997,-17.150829,176.190735,-18.350674
Crater,176.190735,-18.350674,171.22053000000002,-17.68401
Crux,187.791435,-57.113212,186.649665,-63.09909200000001
Crux,191.930385,-59.688764,183.78640500000003,-58.748928
Eridanus,24.428339999999995,-57.236757,28.98846,-51.608896
Eridanus,28.98846,-51.608896,34.12731,-51.512165
Eridanus,34.12731,-51.512165,36.746325000000006,-47.70384
Eridanus,36.746325000000006,-47.70384,39.94989,-42.89167
Eridanus,39.94989,-42.89167,40.166715,-39.855375
Eridanus,40.166715,-39.855375,44.565345,-40.304672
Eridanus,44.565345,-40.304672,49.97916,-43.06978400000001
Eridanus,49.97916,-43.06978400000001,57.14944500000001,-37.620155
Eridanus,57.14944500000001,-37.620155,57.363555,-36.20025
Eridanus,57.363555,-36.20025,64.473555,-33.798348
Eridanus,64.473555,-33.798348,66.00919499999999,-34.016846
Eridanus,66.00919499999999,-34.016846,68.88768,-30.562341
Eridanus,68.88768,-30.562341,56.71206,-23.249723
Eridanus,56.71206,-23.249723,53.446979999999996,-21.632883
Eridanus,53.446979999999996,-21.632883,49.879169999999995,-21.757864
Eridanus,49.879169999999995,-21.757864,45.597945,-23.624472
Eridanus,45.597945,-23.624472,41.275725,-18.572563
Eridanus,41.275725,-18.572563,44.106869999999994,-8.898144
Eridanus,44.106869999999994,-8.898144,48.958439999999996,-8.81973
Eridanus,48.958439999999996,-8.81973,53.23272000000001,-9.458262
Eridanus,53.23272000000001,-9.458262,55.812090000000005,-9.763395
Eridanus,55.812090000000005,-9.763395,69.07975499999998,-3.352459
Eridanus,69.07975499999998,-3.352459,71.375625,-3.254657
Eridanus,71.375625,-3.254657,73.223625,-5.4526949999999985
Eridanus,73.223625,-5.4526949999999985,76.96243500000001,-5.086446
Eridanus,76.96243500000001,-5.086446,77.2866,-8.754081
Eridanus,77.2866,-8.754081,69.54510000000002,-14.30402
Fornax,42.272535,-32.405898,48.01873499999999,-28.987618
Horologium,63.50044499999999,-42.294368,40.164989999999996,-54.549911
Horologium,40.164989999999996,-54.549911,45.903585,-59.737775
Libra,238.45639500000001,-16.729293,233.88157499999997,-14.789537
Libra,233.88157499999997,-14.789537,229.25173499999997,-9.382917
Libra,229.25173499999997,-9.382917,222.719655,-16.041778
Libra,222.719655,-16.041778,226.01758499999997,-25.281965
Libra,226.01758499999997,-25.281965,233.88157499999997,-14.789537
Lyra,279.2346,38.783692,281.19313500000004,37.60511500000001
Lyra,281.19313500000004,37.60511500000001,282.519975,33.362667
Lyra,282.519975,33.362667,284.735925,32.689557
Lyra,284.735925,32.689557,283.62618,36.898613
Lyra,283.62618,36.898613,281.19313500000004,37.60511500000001
Mensa,82.96977,-76.340964,70.76646,-70.931027
Microscopium,319.48449,-32.172539,315.3227550000001,-32.257767
Microscopium,315.3227550000001,-32.257767,312.492,-33.779722
Norma,243.36972000000003,-54.630467,244.96030500000003,-50.15550800000001
Norma,244.96030500000003,-50.15550800000001,246.796005,-47.554786
Norma,246.796005,-47.554786,240.80368499999997,-49.229695
Norma,240.80368499999997,-49.229695,244.96030500000003,-50.15550800000001
Norma,240.80368499999997,-49.229695,243.36972000000003,-54.630467
Octans,325.368795,-77.390046,341.51538,-81.381615
Octans,341.51538,-81.381615,216.73201500000002,-83.667884
Octans,216.73201500000002,-83.667884,325.368795,-77.390046
Pictor,102.04791,-61.941391,87.456765,-56.166663
Pictor,87.456765,-56.166663,86.821185,-51.066514
Puppis,121.88605499999998,-24.304324,117.25698000000001,-24.912208
Puppis,117.25698000000001,-24.912208,109.285665,-37.09747
Puppis,109.285665,-37.09747,99.44029499999999,-43.195934
Puppis,99.44029499999999,-43.195934,102.48399000000002,-50.61456
Puppis,102.48399000000002,-50.61456,112.30768499999998,-43.301432
Puppis,112.30768499999998,-43.301432,120.896055,-40.003148
Puppis,120.896055,-40.003148,121.88605499999998,-24.304324
Pyxis,130.02559499999998,-35.308352,130.898085,-33.186384999999994
Pyxis,130.898085,-33.186384999999994,132.63305999999997,-27.709844
Reticulum,63.60605999999999,-62.47385799999999,64.12107,-59.302156
Reticulum,64.12107,-59.302156,59.68642500000001,-61.400185
Reticulum,59.68642500000001,-61.400185,56.048894999999995,-64.806903
Reticulum,56.048894999999995,-64.806903,63.60605999999999,-62.47385799999999
Sculptor,353.24268,-37.818268,14.65149,-29.357449
Sculptor,14.65149,-29.357449,349.705995,-32.532027
Sculptor,349.705995,-32.532027,353.24268,-37.818268
Scutum,281.79363,-4.7478669999999985,281.87062499999996,-5.705147
Scutum,281.87062499999996,-5.705147,283.67964,-15.603036
Scutum,283.67964,-15.603036,277.29939,-14.565813
Scutum,277.29939,-14.565813,278.80177499999996,-8.244073
Scutum,278.80177499999996,-8.244073,281.79363,-4.7478669999999985
Sextans,157.572825,-0.637026,151.9845,-0.371637
Sagitta,295.26225,17.476041,296.846925,18.534286
Sagitta,296.846925,18.534286,295.024125,18.01389
Sagitta,296.846925,18.534286,299.689275,19.492148
Sagitta,299.689275,19.492148,301.28955,19.991071
Telescopium,277.207575,-49.070588,276.74341499999997,-45.968459
Triangulum Australe,252.1661549999999,-69.027715,229.72771500000002,-68.67954499999999
Triangulum Australe,229.72771500000002,-68.67954499999999,238.786245,-63.43072700000001
Triangulum Australe,238.786245,-63.43072700000001,252.1661549999999,-69.027715
Triangulum,34.328595,33.847194,32.385870000000004,34.987297
Triangulum,32.385870000000004,34.987297,28.270439999999997,29.578829
Triangulum,28.270439999999997,29.578829,34.328595,33.847194
Vela,122.38313999999998,-47.336588,130.07330999999996,-52.921887
Vela,130.07330999999996,-52.921887,131.175885,-54.70882099999999
Vela,131.175885,-54.70882099999999,140.52843000000001,-55.010668
Vela,140.52843000000001,-55.010668,149.21562,-54.56779
Vela,149.21562,-54.56779,161.69232000000002,-49.420255
Vela,161.69232000000002,-49.420255,159.325755,-48.22562
Vela,159.325755,-48.22562,153.684105,-42.121942
Vela,153.684105,-42.121942,142.67511,-40.466769
Vela,142.67511,-40.466769,136.99902,-43.432589
Vela,136.99902,-43.432589,122.38313999999998,-47.336588
